Food Item ID,Subgroup,"Country, region",Type_Farmed_Wild,ISSCAAP,3_alpha,Food name in own language,Food name in English,Processing,Scientific name,ASFIS English name,ASFIS Scientific name,Season,Other,n,Comments on data processing/methods,Publication year,BiblioID,Compiler,Latest revision in version,EDIBLE,ENERC(kJ) (original),ENERC(kcal) (original),ENERA(kcal),DM(g),WATER(g),XN,NT(g),PROTCNT(g),PROTCNP(g),PROT-(g),NPRO(g),NNP(mg),FAT(g),FATCE(g),FAT-(g),FASAT(g),FAMS(g),FAPU(g),FAUN(g),FATRN(g),CHOAVLDF(g),CHOCDF(g),CHO-(g),GLYC(g),FIBND(g),FIBC(g),CA(mg),FE(mg),ID(mcg),K(mg),LI(mcg),MG(mg),MN(mg),MO(mcg),NA(mg),NACL(mg),NI(mcg),P(mg),ZN(mg),AL(mcg),AS(mcg),BA(mcg),CD(mcg),HG(mcg),PB(mcg),RETOLSUM(mcg),VITA_RAE(mcg),VITA-(mcg),FAFRE(g)
901764,Finfish,Unknown,,12,TLM,,"Tilapia, female, muscle flesh, raw",r,Oreochromis mossambica,Mozambique tilapia,Oreochromis mossambicus,Dec,"mean length and weight of fish: 16cm, 65g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901765,Finfish,Unknown,,12,ERC,,"Orange chromicle, muscle flesh, raw",r,Etroplus maculatus,Orange chromide,Etroplus maculatus,Dec,"mean length and weight of fish: 7cm, 7.5g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901766,Finfish,Unknown,,24,PHT,,"Tardoore, muscle flesh, raw",r,Opisthoptertus tardoor,Tardoore,Opisthopterus tardoore,Jul,"mean length and weight of fish: 15cm, 30g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901767,Finfish,Unknown,,24,PHT,,"Tardoore, muscle flesh, raw",r,Opisthoptertus tardoor,Tardoore,Opisthopterus tardoore,Oct,"mean length and weight of fish: 16cm, 44g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901768,Finfish,Unknown,,24,PHT,,"Tardoore, muscle flesh, raw",r,Opisthoptertus tardoor,Tardoore,Opisthopterus tardoore,Mar,"mean length and weight of fish: 24cm, 110g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,1.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901769,Finfish,Unknown,,35,RAS,,"Rainbow sardine, muscle flesh, raw",r,Dussumieria acuta,Rainbow sardine,Dussumieria acuta,Mar,"mean length and weight of fish: 17cm, 41g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901770,Finfish,Unknown,,35,SDM,,"Blacktrip sardinella, muscle flesh, raw",r,Sardinella melanura,Blacktip sardinella,Sardinella melanura,Mar,"mean length and weight of fish: 16cm, 49g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901771,Finfish,Unknown,,35,RAL,,"Oil sardine, muscle flesh, raw",r,Dussumieria hasselti,Slender rainbow sardine,Dussumieria elopsoides,Jun,"mean length and weight of fish: 16cm, 25g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,4.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901772,Finfish,Unknown,,31,YOD,,"Carrot tongue sole, muscle flesh, raw",r,Cynoglossus dubius,Carrot tonguesole,Cynoglossus dubius,Mar,"mean length and weight of fish: 33cm, 213g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901773,Finfish,Unknown,,31,YOX,,"Flounder, muscle flesh, raw",r,Cynoglossus sp,Tonguesole nei,Cynoglossus spp,Mar,"mean length and weight of fish: 19cm, 38g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901774,Finfish,Unknown,,11,CMG,,"Mrigal, muscle flesh, raw",r,Cirrhinal mrigata,Mrigal carp,Cirrhinus mrigala,,,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901775,Finfish,Unknown,,11,LRH,,"Rohu (adult), muscle flesh, raw",r,Labeo rohita,Roho labeo,Labeo rohita,,,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901776,Finfish,Unknown,,33,CEV,,"Ladyfish, muscle flesh, raw",r,Elops machnata,Tenpounder,Elops machnata,Dec,"mean length and weight of fish: 52cm, 900g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901777,Finfish,Unknown,,35,EYD,,"Dussumier's thryssa, muscle flesh, raw",r,Tryssa dusumeri,Dussumier's thryssa,Thryssa dussumieri,Feb,"mean length and weight of fish: 15cm, 30g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901778,Finfish,Unknown,,33,HUO,,"Spade fish, muscle flesh, raw",r,Ephippus orbis,Orbfish,Ephippus orbis,Mar,"mean length and weight of fish: 11cm, 42g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901779,Finfish,Unknown,,33,GEF,,"Whipfin silver biddy, muscle flesh, raw",r,Gerres filamentoses,Whipfin silver-biddy,Gerres filamentosus,,"mean length and weight of fish:15cm, 84g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901780,Finfish,Unknown,,34,GEF,,"Whipfin silver biddy, muscle flesh, raw",r,Gerres filamentoses,Whipfin silver-biddy,Gerres filamentosus,Oct,"mean length and weight of fish: 18cm, 84g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901781,Finfish,Unknown,,33,BGX,,"Grunter, muscle flesh, raw",r,Pomadasys furcatum,,Pomadasys spp,Feb,"mean length and weight of fish: 19cm, 100g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901782,Finfish,Unknown,,33,KAH,,"Javelin grunter, muscle flesh, raw",r,Pomadasys kaakan,Javelin grunter,Pomadasys kaakan,Mar,,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901783,Finfish,Unknown,,33,BGX,,"Grunter, muscle flesh, raw",r,Pomadasys sp,,Pomadasys spp,Mar,"mean length and weight of fish: 15cm, 63g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901784,Finfish,Unknown,,37,HAX,,"Needle fish, muscle flesh, raw",r,Hemiramphus lutkei,,Hemiramphus spp,Oct,,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901785,Finfish,Unknown,,37,TRF,,"False trevally, muscle flesh, raw",r,Lactarius lactarius,False trevally,Lactarius lactarius,Jul,"mean length and weight of fish: 14cm, 40g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901786,Finfish,Unknown,,33,LGE,,"Pugnose ponyfish, muscle flesh, raw",r,Leiognathus equulus,Common ponyfish,Leiognathus equulus,May,,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901787,Finfish,Unknown,,33,LGP,,"Splendid ponyfish, muscle flesh, raw",r,Leiognathus splendens,Splendid ponyfish,Leiognathus splendens,May,,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901788,Finfish,Unknown,,33,LCV,,"Orange fin pony fish, muscle flesh, raw",r,Leiognathus bindus,Orangefin ponyfish,Leiognathus bindus,Mar,"mean length and weight of fish: 8cm, 7g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901789,Finfish,Unknown,,33,LTS,,"Emperor, muscle flesh, raw",r,Lethrinus cinerius,Pink ear emperor,Lethrinus lentjan,Oct,"mean length and weight of fish: 244cm, 1200g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901790,Finfish,Unknown,,33,LJG,,"Humpback red snapper, muscle flesh, raw",r,Lutjanus gibbus,Humpback red snapper,Lutjanus gibbus,Mar,"mean length and weight of fish: 31cm, 850g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901791,Finfish,Unknown,,33,PFM,,"Blue spotted job fish, muscle flesh, raw",r,Pristipomoides filamentoses,Crimson jobfish,Pristipomoides filamentosus,Oct,,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901792,Finfish,Unknown,,33,TAI,,"Oxeye tarpon, muscle flesh, raw",r,Megalops cyprinoides,Indo-Pacific tarpon,Megalops cyprinoides,Dec,"mean length and weight of fish: 18cm, 69g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901793,Finfish,Unknown,,33,VMC,,"Long arm mullet, muscle flesh, raw",r,Vaiamugil cunnesius,Longarm mullet,Valamugil cunnesius,,,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,2.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901794,Finfish,Unknown,,33,UPI,,"Striped goatfish, muscle flesh, raw",r,Upenus vittatus,Yellowstriped goatfish,Upeneus vittatus,Mar,"mean length and weight of fish: 15cm, 50g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901795,Finfish,Unknown,,34,UPI,,"Striped goatfish, muscle flesh, raw",r,Upenus vittatus,Yellowstriped goatfish,Upeneus vittatus,,,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901796,Finfish,Unknown,,38,RYH,,"Eagle ray, muscle flesh, raw",r,Myliobatis nieuhofli,Banded eagle ray,Aetomylaeus niehofii,Mar,"mean length and weight of fish: 27cm, 1040g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901797,Finfish,Unknown,,33,THB,,"Pink perch, muscle flesh, raw",r,Nemipterus bleekeri,Threadfin breams nei,Nemipterus spp,Mar,"mean length and weight of fish: 22cm, 119g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901798,Finfish,Unknown,,33,NNJ,,"Pink perch, muscle flesh, raw",r,Nemipterus japonicus,Japanese threadfin bream,Nemipterus japonicus,Mar,"mean length and weight of fish: 21cm, 130g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901799,Finfish,Unknown,,33,THD,,"Rosy monacle bream, muscle flesh, raw",r,Parascolopsis eriomma,,Nemipteridae,Feb,"mean length and weight of fish: 27cm, 375g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901800,Finfish,Unknown,,33,FOT,,"Four finger thread fin, muscle flesh, raw",r,Eleutheronema tetradactylus,Fourfinger threadfin,Eleutheronema tetradactylum,,"mean length and weight of fish: 33cm, 500g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901801,Finfish,Unknown,,33,OAX,,"Blackspot threadfin, muscle flesh, raw",r,Polynemus sextarius,Blackspot threadfin,Polydactylus sextarius,Mar,"mean length and weight of fish: 15cm, 43g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901802,Finfish,Unknown,,33,BIG,,"Bull eye, muscle flesh, raw",r,Priacanthus sp,Bigeyes nei,Priacanthus spp,Mar,"mean length and weight of fish: 18cm, 75g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901803,Finfish,Unknown,,31,HAI,,"Indian tiny turbot, muscle flesh, raw",r,Psettodes erumei,Indian halibut,Psettodes erumei,Mar,"mean length and weight of fish: 33cm, 587g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901804,Finfish,Unknown,,33,NBA,,"Bloched croaker, muscle flesh, raw",r,Nibea maculata,Blotched croaker,Nibea maculata,Jan,"mean length and weight of fish: 23cm, 150g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901805,Finfish,Unknown,,33,JOX,,"Karut croaker, muscle flesh, raw",r,Johnius carutta,,Johnius spp,Oct,"mean length and weight of fish: 18cm, 65g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901806,Finfish,Unknown,,33,JOU,,"Sin croaker, muscle flesh, raw",r,Johniops sinai,Sin croaker,Johnius dussumieri,May,"mean length and weight of fish: 14cm, 33g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901807,Finfish,Unknown,,33,JOU,,"Sin croaker, muscle flesh, raw",r,Johniops sinai,Sin croaker,Johnius dussumieri,May,"mean length and weight of fish: 12cm, 18g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901808,Finfish,Unknown,,33,JOX,,"Spindle croaker, muscle flesh, raw",r,Johnius elongatus,,Johnius spp,Mar,"mean length and weight of fish: 16cm, 74g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901809,Finfish,Unknown,,33,LKR,,"Tiger toothed croaker, muscle flesh, raw",r,Otolithus ruber,Tigertooth croaker,Otolithes ruber,Mar,"mean length and weight of fish: 34cm, 458g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901810,Finfish,Unknown,,33,JOU,,"Sin croaker, muscle flesh, raw",r,Johniops sina,Sin croaker,Johnius dussumieri,Mar,"mean length and weight of fish: 17cm, 80g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901811,Finfish,Unknown,,37,RAG,,"Mackerel, muscle flesh, raw",r,Rastrelliger kanagurta,Indian mackerel,Rastrelliger kanagurta,May,"mean length and weight of fish: 12cm, 15g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901812,Finfish,Unknown,,37,RAG,,"Mackerel, female, muscle flesh, raw",r,Rastrelliger kanagurta,Indian mackerel,Rastrelliger kanagurta,Sep,"mean length and weight of fish: 27cm, 259g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,7.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901813,Finfish,Unknown,,37,RAG,,"Mackerel, male, muscle flesh, raw",r,Rastrelliger kanagurta,Indian mackerel,Rastrelliger kanagurta,Jun,"mean length and weight of fish: 23cm, 127g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901814,Finfish,Unknown,,37,RAG,,"Mackerel, immature, muscle flesh, raw",r,Rastrelliger kanagurta,Indian mackerel,Rastrelliger kanagurta,Jun,"mean length and weight of fish: 18cm, 70g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901815,Finfish,Unknown,,37,RAG,,"Mackerel, female, muscle flesh, raw",r,Rastrelliger kanagurta,Indian mackerel,Rastrelliger kanagurta,Oct,"mean length and weight of fish: 21cm, 115g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901816,Finfish,Unknown,,13,FSI,,"Kadal varal, muscle flesh, raw",r,Elachata nigra,Freshwater siluroids nei,Siluroidei,Oct,"mean length and weight of fish: 46cm, 750g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901817,Finfish,Unknown,,37,RAG,,"Mackerel, muscle flesh, raw",r,Rastrelliger kanagurta,Indian mackerel,Rastrelliger kanagurta,Mar,"mean length and weight of fish: 21cm, 119g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901818,Finfish,Unknown,,13,FSI,,"Kadal varal, muscle flesh, raw",r,Elachata nigra,Freshwater siluroids nei,Siluroidei,Mar,"mean length and weight of fish: 44cm, 514g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901819,Finfish,Unknown,,33,EES,,"Banded grouper, muscle flesh, raw",r,Epinephles latifasciiatus,Striped grouper,Epinephelus latifasciatus,Mar,"mean length and weight of fish: 27cm, 283g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901820,Finfish,Unknown,,33,ILS,,"Silver sillago, muscle flesh, raw",r,Sillago sihama,Silver sillago,Sillago sihama,Mar,"mean length and weight of fish: 14cm, 30g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,3.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901821,Finfish,Unknown,,33,KBR,,"King soldier bream, muscle flesh, raw",r,Argyrops spinifer,King soldier bream,Argyrops spinifer,Mar,"mean length and weight of fish: 20cm, 190g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901822,Finfish,Unknown,,37,YBS,,"Big eye barracuda, muscle flesh, raw",r,Sphyraena forsteri,Bigeye barracuda,Sphyraena forsteri,Mar,"mean length and weight of fish: 30cm, 125g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901823,Finfish,Unknown,,37,YRB,,"Obtuse barracuda, muscle flesh, raw",r,Sphyraena obtusata,Obtuse barracuda,Sphyraena obtusata,Mar,"mean length and weight of fish: 23cm, 80g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901824,Finfish,Unknown,,37,BAC,,"Barracuda, muscle flesh, raw",r,Sphyraena jello,Pickhandle barracuda,Sphyraena jello,Mar,"mean length and weight of fish: 45cm, 510g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901825,Finfish,Unknown,,37,SIP,,"Silver pomfret, muscle flesh, raw",r,Pambus argentius,Silver pomfret,Pampus argenteus,Mar,"mean length and weight of fish: 16cm, 150g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901826,Finfish,Unknown,,33,LIB,,"Brush tooth lizard fish, muscle flesh, raw",r,Saurida undosquamosis,Brushtooth lizardfish,Saurida undosquamis,Mar,"mean length and weight of fish: 24cm, 98g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901827,Finfish,Unknown,,33,TJB,,"Jarbua therapon, muscle flesh, raw",r,Jarbua therapon,Jarbua terapon,Terapon jarbua,Oct,,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901828,Finfish,Unknown,,33,TJB,,"Jarbua therapon, muscle flesh, raw",r,Jarbua therapon,Jarbua terapon,Terapon jarbua,,,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901829,Finfish,Unknown,,38,TOF,,"Electric ray, muscle flesh, raw",r,Narcine sp,"Electric rays, etc.nei",Torpediniformes/Narcinidae,Mar,mean length and weight of fish: 23cm,1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901830,Finfish,Unknown,,33,LDP,,"Rosy grub fish, muscle flesh, raw",r,Percis pulchella,Orange perch,Lepidoperca pulchella,Mar,"mean length and weight of fish: 14cm, 35g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901831,Finfish,Unknown,,34,SVH,,"Savalai hair tail, muscle flesh, raw",r,Lepturacanthus savala,Savalai hairtail,Lepturacanthus savala,Mar,"mean length and weight of fish:47cm, 87g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901832,Finfish,Unknown,,34,URA,,"Star gazers, muscle flesh, raw",r,Chanoscopes sp,Stargazers,Uranoscopus spp,Mar,"mean length and weight of fish: 28cm, 399g",1,"CHOL- (cholesterol determination with ferric chloride method, Rudel and Morris 1973)",1999,fi155,DR,1,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
